key,tokenizer,technique,mcc,m_f1,w_f1,acc
343,WhitespaceTokenizer,SGDC,-0.004727684980632429,0.4866650286570551,0.4844447415880531,0.4874807819020426
298,TreebankWordTokenizer,LR,0.009291841601117248,0.3961300688338701,0.4381208703643106,0.562596090489787
474,WhitespaceTokenizer,CNN,-0.012716027544128173,0.35871831800807397,0.4010410620694265,0.5586822237474263
414,NLTKWordTokenizer,GB,-0.001328908526393828,0.3655040541253631,0.40122036586696297,0.5507206588881263
322,TweetTokenizer,GB,-0.01462055569799221,0.3695664422450568,0.4089180233766633,0.5538778311599176
344,SyllableTokenizer,SGDC,-0.005094965426665678,0.4971399490442914,0.5053783425956008,0.507138150669888
29,TreebankWordTokenizer,CNN,0.0,0.35324928977272724,0.3858830264943533,0.5461908030199039
345,TweetTokenizer,LSTM,0.0,0.3575107598955761,0.3978710784956917,0.5564462991434219
233,WhitespaceTokenizer,CNN,0.0001825470963015656,0.3592888840525843,0.40077392896716224,0.5579958819492107
429,TreebankWordTokenizer,GB,0.0036742899798227454,0.37572957316825817,0.4134516946560695,0.5545793981989897
103,MWETokenizer,BiLSTM,0.506696258411601,0.7528794130037417,0.7563227275737294,0.7556734992679356
357,NLTKWordTokenizer,LR,-0.0026990611717890864,0.39603386931643975,0.4297566420453632,0.5490885130683066
73,NLTKWordTokenizer,KNN,-0.02652414646897568,0.4537024075241519,0.4445831067556258,0.4630307467057101
157,WhitespaceTokenizer,KNN,0.012983966251844274,0.4674914551029738,0.4575663249629955,0.4794783802333562
249,WhitespaceTokenizer,BNB,-0.01818818103056401,0.4659477498253559,0.4848352234079149,0.5217570350034317
355,MWETokenizer,CNN,0.0,0.3578279266572637,0.3987741928089075,0.5572150230617176
3,NLTKWordTokenizer,BNB,0.031450548584613984,0.5150034966915917,0.5179509725953737,0.5168374816983895
473,SyllableTokenizer,KNN,-0.013019415353100085,0.4647739651267741,0.4570966793669035,0.47247769389155797
0,TweetTokenizer,LSTM,0.4890319323025619,0.7426851485574815,0.7446058851173559,0.7437774524158126
177,SyllableTokenizer,LSTM,0.5023413382956025,0.7503177734260452,0.7542433442010426,0.7533287577213452
250,WhitespaceTokenizer,GB,0.2308604301761015,0.6111280683981695,0.6198676375786824,0.6260707226004832
301,NLTKWordTokenizer,LR,0.015675827921345756,0.3798882053980869,0.4201815295740419,0.5599604656270589
408,TreebankWordTokenizer,KNN,0.024677236710491608,0.4805314876910627,0.472745001430832,0.4904458598726114
210,ToktokTokenizer,CNN,-0.014609783136224491,0.35995431382885257,0.4050659526106978,0.5623884694577901
